Date : 2021-12-15 21:34:16
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 3138 files,  3258548 codes, 62538 comments, 352482 blanks, all 3673568 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\util\FilenameFinder.java                                                           | Java       |        239 |        224 |         43 |        506 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\util\MemoryDump.java                                                               | Java       |         49 |         66 |         20 |        135 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\util\PropertiesFile.java                                                           | Java       |         16 |         43 |          6 |         65 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\util\SystemIO.java                                                                 | Java       |        427 |        173 |         73 |        673 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\AbstractFontSettingDialog.java                                               | Java       |        190 |         67 |         30 |        287 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\Coprocessor0Window.java                                                      | Java       |        250 |        125 |         42 |        417 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\Coprocessor1Window.java                                                      | Java       |        367 |        172 |         48 |        587 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\DataSegmentWindow.java                                                       | Java       |        724 |        280 |        103 |      1,107 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditCopyAction.java                                                          | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditCutAction.java                                                           | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditFindReplaceAction.java                                                   | Java       |        216 |         62 |         21 |        299 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditPane.java                                                                | Java       |        304 |        249 |         72 |        625 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditPasteAction.java                                                         | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditRedoAction.java                                                          | Java       |         25 |         34 |          6 |         65 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditSelectAllAction.java                                                     | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditTabbedPane.java                                                          | Java       |        486 |        188 |         59 |        733 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\EditUndoAction.java                                                          | Java       |         25 |         35 |          4 |         64 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\Editor.java                                                                  | Java       |         92 |        131 |         34 |        257 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\ExecutePane.java                                                             | Java       |        132 |        103 |         22 |        257 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileCloseAction.java                                                         | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileCloseAllAction.java                                                      | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileDumpMemoryAction.java                                                    | Java       |        200 |         57 |         35 |        292 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileExitAction.java                                                          | Java       |         16 |         33 |          5 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileNewAction.java                                                           | Java       |         14 |         35 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileOpenAction.java                                                          | Java       |         24 |         35 |          7 |         66 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FilePrintAction.java                                                         | Java       |         54 |         37 |          6 |         97 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileSaveAction.java                                                          | Java       |         15 |         33 |          7 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileSaveAllAction.java                                                       | Java       |         14 |         30 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileSaveAsAction.java                                                        | Java       |         15 |         30 |          5 |         50 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\FileStatus.java                                                              | Java       |        114 |        172 |         40 |        326 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\GuiAction.java                                                               | Java       |         16 |         34 |          5 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\HardcopyWriter.java                                                          | Java       |        179 |        136 |          7 |        322 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\HelpAboutAction.java                                                         | Java       |         28 |         30 |          3 |         61 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\HelpHelpAction.java                                                          | Java       |        362 |         63 |         20 |        445 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\LabelsWindow.java                                                            | Java       |        355 |        141 |         62 |        558 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\MainPane.java                                                                | Java       |         62 |         67 |         17 |        146 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\MessagesPane.java                                                            | Java       |        340 |        143 |         19 |        502 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\MonoRightCellRenderer.java                                                   | Java       |         16 |         33 |          2 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\NumberDisplayBaseChooser.java                                                | Java       |        122 |        157 |         23 |        302 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\PopupListener.java                                                           | Java       |         20 |         31 |          8 |         59 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RegistersPane.java                                                           | Java       |         42 |         50 |          7 |         99 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RegistersWindow.java                                                         | Java       |        290 |        128 |         45 |        463 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RepeatButton.java                                                            | Java       |        140 |        166 |         33 |        339 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunAssembleAction.java                                                       | Java       |        123 |         43 |         11 |        177 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunBackstepAction.java                                                       | Java       |         43 |         52 |          4 |         99 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunClearBreakpointsAction.java                                               | Java       |         19 |         47 |          5 |         71 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunGoAction.java                                                             | Java       |        134 |         59 |         16 |        209 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunPauseAction.java                                                          | Java       |         16 |         31 |          5 |         52 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunResetAction.java                                                          | Java       |         49 |         43 |          7 |         99 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunSpeedPanel.java                                                           | Java       |         78 |         58 |         13 |        149 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunStepAction.java                                                           | Java       |         81 |         41 |          5 |        127 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunStopAction.java                                                           | Java       |         16 |         31 |          6 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\RunToggleBreakpointsAction.java                                              | Java       |         14 |         41 |          4 |         59 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsAddressDisplayBaseAction.java                                        | Java       |         19 |         30 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsAssembleAllAction.java                                               | Java       |         18 |         31 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsAssembleOnOpenAction.java                                            | Java       |         18 |         30 |          6 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsDelayedBranchingAction.java                                          | Java       |         28 |         41 |          6 |         75 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsEditorAction.java                                                    | Java       |        486 |         74 |         48 |        608 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsExceptionHandlerAction.java                                          | Java       |        119 |         42 |         14 |        175 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsExtendedAction.java                                                  | Java       |         17 |         30 |          6 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsHighlightingAction.java                                              | Java       |        462 |         89 |         50 |        601 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsLabelAction.java                                                     | Java       |         19 |         30 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsMemoryConfigurationAction.java                                       | Java       |        209 |         60 |         29 |        298 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsPopupInputAction.java                                                | Java       |         14 |         30 |          7 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsProgramArgumentsAction.java                                          | Java       |         23 |         32 |          6 |         61 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsSelfModifyingCodeAction.java                                         | Java       |         18 |         34 |          6 |         58 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsStartAtMainAction.java                                               | Java       |         17 |         32 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsValueDisplayBaseAction.java                                          | Java       |         19 |         30 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\SettingsWarningsAreErrorsAction.java                                         | Java       |         17 |         32 |          6 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\TextSegmentWindow.java                                                       | Java       |        664 |        332 |        106 |      1,102 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\ToolAction.java                                                              | Java       |         16 |         49 |          6 |         71 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\ToolLoader.java                                                              | Java       |         69 |         77 |          8 |        154 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\VenusUI.java                                                                 | Java       |        898 |        190 |         95 |      1,183 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\MARSTextEditingArea.java                                             | Java       |         51 |         32 |          6 |         89 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\generic\GenericTextArea.java                                         | Java       |        206 |        134 |         40 |        380 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\DefaultInputHandler.java                                 | Java       |        254 |         85 |         33 |        372 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\InputHandler.java                                        | Java       |        837 |        144 |        137 |      1,118 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\JEditBasedTextArea.java                                  | Java       |        213 |        130 |         47 |        390 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\JEditTextArea.java                                       | Java       |      1,627 |        603 |        291 |      2,521 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\KeywordMap.java                                          | Java       |         78 |         51 |         15 |        144 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\PopupHelpItem.java                                       | Java       |         75 |         54 |         16 |        145 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\SyntaxDocument.java                                      | Java       |         82 |         68 |         18 |        168 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\SyntaxStyle.java                                         | Java       |         80 |         57 |         16 |        153 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\SyntaxUtilities.java                                     | Java       |        134 |         83 |         20 |        237 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\TextAreaDefaults.java                                    | Java       |         57 |         18 |         12 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\TextAreaPainter.java                                     | Java       |        430 |        232 |         92 |        754 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\TextUtilities.java                                       | Java       |        100 |         60 |         25 |        185 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\tokenmarker\MIPSTokenMarker.java                         | Java       |        403 |        101 |         47 |        551 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\tokenmarker\Token.java                                   | Java       |         32 |        106 |         26 |        164 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\tokenmarker\TokenMarker.java                             | Java       |        116 |        194 |         37 |        347 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\mars_duipai\duipai.bat                                                                                  | Batch      |         20 |          0 |          0 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\mars_duipai\rand.c                                                                                      | C          |         18 |          3 |          1 |         22 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\auto_test.py                                                                                    | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\dasm.py                                                                                         | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\mips_gen.cpp                                                                                    | C++        |        192 |          0 |          2 |        194 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\run.py                                                                                          | Python     |        253 |          2 |         22 |        277 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\run_old.py                                                                                      | Python     |         31 |          1 |          7 |         39 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\2021年北航计组P3实验报告.md                                                                    | Markdown   |        722 |          0 |         70 |        792 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run.py                                                                                | Python     |        272 |          4 |         18 |        294 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run_dp.py                                                                             | Python     |        253 |          2 |         22 |        277 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run_new.py                                                                            | Python     |        285 |          4 |         19 |        308 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\test_gen.cpp                                                                          | C++        |        194 |          1 |          2 |        197 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\auto_test.py                                                                          | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\dasm.py                                                                               | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\mips_gen.cpp                                                                          | C++        |        192 |          0 |          2 |        194 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\run.py                                                                                | Python     |        256 |          2 |         21 |        279 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\run_old.py                                                                            | Python     |         31 |          1 |          7 |         39 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\test_gen.cpp                                                                          | C++        |        193 |         46 |          2 |        241 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-alu.py                                                                       | Python     |         11 |          0 |          4 |         15 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-dm.py                                                                        | Python     |          8 |          0 |          4 |         12 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand-logs\dasm.py                                                            | Python     |        209 |          7 |         18 |        234 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand-logs\test-rand-0.log                                                    | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand.py                                                                      | Python     |         45 |          0 |          4 |         49 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\testlib.py                                                                        | Python     |         72 |          0 |         12 |         84 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_gen.cpp                                                                                    | C++        |        194 |          1 |          2 |        197 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\auto_test.py                                                                          | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\dasm.py                                                                               | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\mips_gen.cpp                                                                          | C++        |        192 |          0 |          2 |        194 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\run.py                                                                                | Python     |        287 |          4 |         19 |        310 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\test_gen.cpp                                                                          | C++        |        194 |          1 |          2 |        197 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\auto_test.py                                                                          | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\dasm.py                                                                               | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\mips_gen.cpp                                                                          | C++        |        192 |          0 |          2 |        194 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\run.py                                                                                | Python     |        272 |          4 |         18 |        294 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\test_gen.cpp                                                                          | C++        |        194 |          1 |          2 |        197 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\auto_test.py                                                                   | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\dasm.py                                                                        | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\mips_gen.cpp                                                                   | C++        |        192 |          0 |          2 |        194 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\run.py                                                                         | Python     |        272 |          4 |         18 |        294 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\test_gen.cpp                                                                   | C++        |        199 |          3 |          2 |        204 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\auto_test.py                                                                           | Python     |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\dasm.py                                                                                | Python     |        191 |          0 |         11 |        202 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\mips_gen.cpp                                                                           | C++        |        152 |          0 |          1 |        153 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\run.py                                                                                 | Python     |        253 |          2 |         22 |        277 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\run_old.py                                                                             | Python     |         31 |          1 |          7 |         39 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\test_gen.cpp                                                                           | C++        |        145 |          1 |          1 |        147 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\2021年北航计组P3实验报告.md                                                                              | Markdown   |      1,226 |          0 |         90 |      1,316 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ALU.v                                                                                       | Verilog    |         29 |         19 |          1 |         49 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ALU_summary.html                                                                            | HTML       |         66 |          0 |         13 |         79 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\DM.v                                                                                        | Verilog    |         37 |         19 |          3 |         59 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\EXT.v                                                                                       | Verilog    |         18 |         19 |          2 |         39 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\IFU.v                                                                                       | Verilog    |         33 |         19 |          1 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\IM.v                                                                                        | Verilog    |         15 |         19 |          1 |         35 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\MUX.v                                                                                       | Verilog    |         59 |          0 |          4 |         63 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\PC.v                                                                                        | Verilog    |         16 |         19 |          2 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ctroller.v                                                                                  | Verilog    |        157 |         19 |          1 |        177 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\fuse.log                                                                                    | Log        |         41 |          0 |          1 |         42 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\fuseRelaunch.cmd                                                                            | Batch      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\grf.v                                                                                       | Verilog    |         36 |         19 |          3 |         58 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\isim_usage_statistics.html                                                             | HTML       |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\isimcrash.log                                                             | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\isimkernel.log                                                            | Log        |         19 |          0 |         10 |         29 |
