Date : 2021-12-15 21:20:21
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 2186 files,  2592571 codes, 16869 comments, 276433 blanks, all 2885873 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\D_EXT.v                                                                              | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\D_NPC.v                                                                              | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\D_RF.v                                                                               | Verilog  |         45 |          3 |          7 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\E2M.v                                                                                | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\E_ALU.v                                                                              | Verilog  |         23 |          0 |          2 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\F2D.v                                                                                | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\F_IFU.v                                                                              | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\M2W.v                                                                                | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\M_DM.v                                                                               | Verilog  |         82 |          0 |         12 |         94 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\STL.v                                                                                | Verilog  |         68 |          4 |         14 |         86 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\const.v                                                                              | Verilog  |         89 |          9 |          4 |        102 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\mips.v                                                                               | Verilog  |        226 |         25 |         34 |        285 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\mips_tb.v                                                                            | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\run.py                                                                               | Python   |        230 |          2 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\p5\test_gen.cpp                                                                         | C++      |        207 |          3 |          2 |        212 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\run.py                                                                                  | Python   |        229 |          3 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\p4_test\test_gen.cpp                                                                            | C++      |        199 |          3 |          2 |        204 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\fuse.log                                                                               | Log      |         41 |          0 |          1 |         42 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\fuseRelaunch.cmd                                                                       | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\instr_generate.py                                                                      | Python   |         26 |          0 |          1 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\run.py                                                                                 | Python   |         60 |          2 |          4 |         66 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\test_gen.cpp                                                                           | C++      |        146 |          0 |          1 |        147 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\previous\testproducer-P5fullversion.cpp                                                         | C++      |        145 |          0 |          1 |        146 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\run.py                                                                                          | Python   |        230 |          2 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\test_gen.cpp                                                                                    | C++      |        199 |          3 |          2 |        204 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\2021年北航计组P3实验报告.md                                                                              | Markdown |      1,304 |          0 |         96 |      1,400 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\CTR.v                                                                                 | Verilog  |        115 |          7 |         16 |        138 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\D2E.v                                                                                 | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\D_CMP.v                                                                               | Verilog  |         18 |          0 |          2 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\D_EXT.v                                                                               | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\D_NPC.v                                                                               | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\D_RF.v                                                                                | Verilog  |         44 |          0 |          8 |         52 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\E2M.v                                                                                 | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\E_ALU.v                                                                               | Verilog  |         23 |          0 |          2 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\F2D.v                                                                                 | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\F_IFU.v                                                                               | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\M2W.v                                                                                 | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\M_DM.v                                                                                | Verilog  |         82 |          0 |         12 |         94 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\const.v                                                                               | Verilog  |         89 |          9 |          4 |        102 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\cpu\mips_summary.html                                                                 | HTML     |         66 |          0 |         13 |         79 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\mips.v                                                                                | Verilog  |        224 |         11 |         32 |        267 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta1\mips_tb.v                                                                             | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\CTR.v                                                                                 | Verilog  |        122 |          7 |         16 |        145 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\D2E.v                                                                                 | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\D_CMP.v                                                                               | Verilog  |         18 |          0 |          2 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\D_EXT.v                                                                               | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\D_NPC.v                                                                               | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\D_RF.v                                                                                | Verilog  |         48 |          0 |          7 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\E2M.v                                                                                 | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\E_ALU.v                                                                               | Verilog  |         23 |          0 |          2 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\F2D.v                                                                                 | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\F_IFU.v                                                                               | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\M2W.v                                                                                 | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\M_DM.v                                                                                | Verilog  |         82 |          0 |         12 |         94 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\STL.v                                                                                 | Verilog  |         67 |          4 |         14 |         85 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\const.v                                                                               | Verilog  |         89 |          9 |          4 |        102 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\fuse.log                                                                          | Log      |         53 |          0 |          1 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\fuseRelaunch.cmd                                                                  | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim.cmd                                                                          | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim.log                                                                          | Log      |        381 |          0 |          1 |        382 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\isim_usage_statistics.html                                                   | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                       | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                      | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000020641863_2924402094.c            | C        |      1,214 |         12 |        108 |      1,334 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000843473622_1579609468.c            | C        |        304 |         12 |         75 |        391 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000862633427_3224323566.c            | C        |        202 |         12 |         32 |        246 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000901353852_2433390638.c            | C        |        146 |         12 |         20 |        178 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000914973822_2652076587.c            | C        |        268 |         12 |         33 |        313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001304926205_0724051272.c            | C        |     14,201 |         12 |      1,413 |     15,626 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c            | C        |        116 |         12 |         22 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001726782177_0621066737.c            | C        |      1,265 |         12 |        162 |      1,439 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002047498008_0258635663.c            | C        |        132 |         12 |         27 |        171 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002318062767_3877310806.c            | C        |      2,806 |         12 |        460 |      3,278 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002549393827_0757879789.c            | C        |        271 |         12 |         38 |        321 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003245694934_1652240620.c            | C        |        155 |         12 |         20 |        187 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003403892620_3439442779.c            | C        |      3,387 |         12 |        400 |      3,799 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003603397473_0886308060.c            | C        |        322 |         12 |         52 |        386 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c            | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004283630335_3935346387.c            | C        |         92 |         12 |         20 |        124 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c                    | C        |         27 |         11 |         12 |         50 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\mips_summary.html                                                                 | HTML     |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\mips_tb.v                                                                         | Verilog  |         17 |         25 |         11 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\cpu\xilinxsim.ini                                                                     | Ini      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\mips.v                                                                                | Verilog  |        239 |         11 |         35 |        285 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2\mips_tb.v                                                                             | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\CTR.v                                                                               | Verilog  |        122 |          7 |         17 |        146 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\D2E.v                                                                               | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\D_CMP.v                                                                             | Verilog  |         18 |          0 |          2 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\D_EXT.v                                                                             | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\D_NPC.v                                                                             | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\D_RF.v                                                                              | Verilog  |         46 |          2 |          7 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\E2M.v                                                                               | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\E_ALU.v                                                                             | Verilog  |         23 |          0 |          2 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\F2D.v                                                                               | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\F_IFU.v                                                                             | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\M2W.v                                                                               | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\M_DM.v                                                                              | Verilog  |         82 |          0 |         12 |         94 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\STL.v                                                                               | Verilog  |         68 |          4 |         14 |         86 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\const.v                                                                             | Verilog  |         89 |          9 |          4 |        102 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\dasm.py                                                                         | Python   |        205 |          7 |         18 |        230 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\fuse.log                                                                        | Log      |         47 |          0 |          1 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\fuseRelaunch.cmd                                                                | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim.cmd                                                                        | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim.log                                                                        | Log      |      1,835 |          0 |          1 |      1,836 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\isimcrash.log                                         | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\isimkernel.log                                        | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\work\ALU_isim_beh.exe_main.c                          | C        |         13 |         11 |         12 |         36 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\work\m_00000000003603397473_0886308060.c              | C        |        306 |         12 |         47 |        365 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c              | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\isimcrash.log                                         | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\isimkernel.log                                        | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\work\CTR_isim_beh.exe_main.c                          | C        |         13 |         11 |         12 |         36 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\work\m_00000000001304926205_0724051272.c              | C        |     14,402 |         12 |      1,419 |     15,833 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c              | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\isimcrash.log                                         | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\isimkernel.log                                        | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\work\NPC_isim_beh.exe_main.c                          | C        |         13 |         11 |         12 |         36 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\work\m_00000000002549393827_0757879789.c              | C        |        276 |         12 |         38 |        326 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c              | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\isim_usage_statistics.html                                                 | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\isimcrash.log                                                 | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\isimkernel.log                                                | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000000020641863_2924402094.c                      | C        |      1,180 |         12 |         99 |      1,291 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000000843473622_1579609468.c                      | C        |        566 |         12 |         98 |        676 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000000862633427_3224323566.c                      | C        |        192 |         12 |         30 |        234 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000000901353852_2433390638.c                      | C        |        126 |         12 |         17 |        155 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000000914973822_2652076587.c                      | C        |        250 |         12 |         30 |        292 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000001304926205_0724051272.c                      | C        |     14,333 |         12 |      1,419 |     15,764 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000001554229104_1785967555.c                      | C        |        109 |         12 |         21 |        142 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000001726782177_0621066737.c                      | C        |        750 |         12 |         94 |        856 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000002047498008_0258635663.c                      | C        |        124 |         12 |         26 |        162 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000002079307087_3877310806.c                      | C        |      3,106 |         12 |        495 |      3,613 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000002549393827_0757879789.c                      | C        |        264 |         12 |         36 |        312 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000002814191631_3877310806.c                      | C        |      3,106 |         12 |        495 |      3,613 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000003245694934_1652240620.c                      | C        |        133 |         12 |         17 |        162 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000003603397473_0886308060.c                      | C        |        295 |         12 |         46 |        353 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\m_00000000004283630335_3935346387.c                      | C        |         84 |         12 |         17 |        113 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work\mips.exe_main.c                                          | C        |         24 |         11 |         12 |         47 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                     | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                    | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\cpu_beta2_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000020641863_2924402094.c          | C        |      1,214 |         12 |        108 |      1,334 |
